Contrasts	Context
l ɛ	['i,s', 'ɛ,d', 'i,t', 'ɛ,t', 'b,s', 'i,d', 'e,a', 'i,p', 'e,ɛ', 'p,i', 'ɛ,s']
ɔ ø	['p,s', 'p,k', 'p,t', 'd,s', 's,k']
p ɡ	['ə,u', 'i,a', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
s ɡ	['ə,u', 'i,a', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
t ɡ	['ə,u', 'i,a', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'e,a', 'i,u', 'a,a']
v ɡ	['ə,u', 'i,a', 'i,e', 'a,ɛ', 'ə,a', 'e,a', 'i,u', 'a,a']
d ɡ	['ə,u', 'i,a', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'e,a', 'a,a']
j k	['i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 's,a', 'a,d', 'ɛ,i', 'i,e', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'a,ɛ', 'ɛ,k', 'i,d', 'ɛ,a', 'i,ɔ', 'a,i', 'a,a', 's,ɔ', 'a,t']
j ɡ	['i,a', 'ɛ,ɛ', 'a,ɛ', 'a,a']
n ɡ	['ə,u', 'i,a', 'i,e', 'a,ɛ', 'ə,a', 'e,a', 'i,u', 'a,a']
ɡ n	['ə,u', 'i,a', 'i,e', 'a,ɛ', 'ə,a', 'e,a', 'i,u', 'a,a']
b ɡ	['ə,u', 'a,ɛ', 'ə,a', 'e,a', 'i,u', 'a,a']
f ɡ	['ə,u', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
ɡ f	['ə,u', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
ʒ ɡ	['ə,u', 'i,a', 'i,e', 'ə,a', 'œ̃,u', 'e,a', 'a,a']
j p	['i,ɛ', 'i,a', 'a,e', 's,e', 's,a', 'a,d', 'a,o', 's,ɛ', 'ɛ,ɛ', 'a,ɛ', 'a,œ', 'u,e', 'u,a', 'ɛ,a', 'a,i', 'ɛ,e', 'a,a', 's,ɔ', 'a,t']
j v	['i,ɛ', 'i,a', 'a,e', 'i,ø', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'u,e', 'a,i', 'ɛ,e', 'a,a']
ɡ p	['ə,u', 'i,a', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
ɡ s	['ə,u', 'i,a', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
ɡ v	['ə,u', 'e,a', 'i,a', 'i,e', 'a,ɛ', 'ə,a', 'i,u', 'a,a']
ɡ d	['ə,u', 'i,a', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'e,a', 'a,a']
ɡ b	['ə,u', 'e,a', 'a,ɛ', 'ə,a', 'i,u', 'a,a']
ɡ ʒ	['ə,u', 'i,a', 'i,e', 'ə,a', 'œ̃,u', 'e,a', 'a,a']
ʃ d	['i,ɛ', 'e,a', 'a,e', 'ɛ,i', 'i,e', 'ə,ɛ', 'o,a', 'a,ɛ', 'u,e', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,e', 'ɛ,e', 'e,e', 'a,a']
i j	['ʒ,a', 's,a', 's,ɛ', 'v,ɛ', 'd,a', 'k,e', 'k,ɛ']
z j	['i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'i,d', 'a,i', 'ɛ,e', 'a,a']
o l	['b,d', 'ɛ,t', 'a,t', 'b,k', 'ɛ,s']
u j	['t,e', 'v,a', 'v,ɛ']
ɛ d	['t,e', 't,i', 's,e', 's,ɛ', 'e,ɛ']
ɛ j	['t,e', 'v,a', 'z,ɛ', 's,e', 's,a', 's,ɛ', 'v,ɛ', 'ɛ,d', 'd,a', 'a,t']
f j	['i,ɛ', 'o,ø', 'ɛ,ɔ', 'i,a', 's,a', 'i,e', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'a,ɛ', 'e,ø', 'ɛ,a', 'i,ɔ', 't,ɔ', 'a,i', 'a,a']
s u	['t,e', 'b,t', 'k,s', 'k,t', 'k,p', 'b,k']
j u	['t,e', 'v,a', 'v,ɛ']
u s	['t,e', 'b,t', 'k,s', 'k,t', 'k,p', 'b,k']
j ɛ	['t,e', 'v,a', 'z,ɛ', 's,e', 's,a', 's,ɛ', 'v,ɛ', 'ɛ,d', 'd,a', 'a,t']
d ɛ	['t,e', 't,i', 's,e', 's,ɛ', 'e,ɛ']
j w	['v,a', 'ʒ,a', 's,a', 'd,a', 'b,a']
w ɛ	['v,a', 'f,a', 's,a', 't,a', 'd,a']
p ɛ	['v,a', 'ɔ,t', 's,e', 's,a', 's,ɛ', 't,a', 'z,a', 'e,a', 'e,ɛ', 'a,t', 'ɛ,s']
w j	['v,a', 'ʒ,a', 's,a', 'd,a', 'b,a']
ɛ p	['v,a', 'ɔ,t', 's,e', 's,a', 's,ɛ', 't,a', 'z,a', 'e,a', 'e,ɛ', 'a,t', 'ɛ,s']
ɛ m	['ɔ,t', 's,ɛ', 'i,s', 't,a', 'ɛ,d', 'ɛ,t', 'a,k', 'e,a', 'e,ɛ', 'ɛ,s']
m ɛ	['ɔ,t', 's,ɛ', 'i,s', 't,a', 'ɛ,d', 'ɛ,t', 'a,k', 'e,a', 'e,ɛ', 'ɛ,s']
s o	['b,t', 'k,t', 't,a', 'k,k', 'ɛ,t', 'a,k', 'k,p', 't,p', 'a,t', 'b,k', 'ɛ,s']
o s	['b,t', 'k,t', 't,a', 'k,k', 'ɛ,t', 'a,k', 'k,p', 't,p', 'a,t', 'b,k', 'ɛ,s']
i s	['b,t', 'k,s', 'k,t', 'k,k', 'k,e', 'k,p', 'k,ɛ', 't,p']
p ʃ	['u,d', 'e,ɛ', 'e,a', 'i,a', 'a,e', 'u,ɛ', 'œ̃,ɛ', 'e,u', 'i,e', 'ə,ɛ', 'ə,o', 'o,a', 'a,ɛ', 'u,a', 'ə,a', 'ɛ,a', 'e,i', 'ɛ,e', 'e,e', 'a,a']
t ʃ	['u,d', 'i,ɛ', 'i,a', 'a,e', 'u,ɛ', 'œ̃,ɛ', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'a,ɛ', 'u,e', 'u,a', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'e,a', 'e,i', 'ə,e', 'ɔ,a', 'ɛ,e', 'e,e', 'a,a']
ʁ ʃ	['u,d', 'e,ɛ', 'i,ɛ', 'ɔ,d', 'ɔ,s', 'ə,ə', 'e,a', 'a,e', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'u,k', 'ə,ɛ', 'ə,o', 'o,a', 'a,ɛ', 'u,e', 'u,a', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'a,v', 'e,i', 'ə,e', 'ɔ,a', 'k,ɛ', 'ɛ,e', 'e,e', 'a,a', 'a,t']
t ɛ	['u,d', 's,d', 'k,s', 'u,s', 's,e', 's,a', 's,ɛ', 'i,s', 's,k', 'ɛ,d', 'ɛ,t', 's,p', 'i,d', 'e,a', 'e,ɛ', 'p,i', 'ɛ,s', 's,s']
k e	['s,d', 'i,k', 's,a', 's,ɛ', 'i,s', 't,a', 'i,t', 'ɛ,t', 'i,d', 'ɛ,v', 'ɛ,ʃ', 'a,t']
k i	['s,d', 's,a', 's,ɛ', 's,o', 's,i']
k ɛ	['s,d', 'a,s', 's,a', 's,ɛ', 'i,s', 't,a', 'i,t', 'ɛ,t', 'i,d', 'e,a', 'e,ɛ', 'a,t', 'ɛ,s']
t o	['s,d', 'ɛ,f', 'ɛ,s']
o t	['s,d', 'ɛ,f', 'ɛ,s']
t u	['s,d', 's,f', 'ʒ,e', 's,p', 's,s']
u t	['s,d', 's,f', 'ʒ,e', 's,p', 's,s']
a k	['s,d', 'i,ɛ', 'a,s', 'i,a', 'ɛ,p', 's,a', 'i,s', 'ɛ,ɛ', 'ɛ,d', 'i,t', 'ɛ,t', 'ɛ,k', 'i,d', 'ɛ,a', 'ɛ,v', 'e,ɛ', 'a,t', 'ɛ,s']
e k	['s,d', 'i,k', 's,a', 's,ɛ', 'i,s', 't,a', 'i,t', 'ɛ,t', 'i,d', 'ɛ,v', 'ɛ,ʃ', 'a,t']
i k	['s,d', 's,a', 's,ɛ', 's,o', 's,i']
k a	['s,d', 'i,ɛ', 'a,s', 'i,a', 'ɛ,p', 's,a', 'i,s', 'ɛ,ɛ', 'ɛ,d', 'i,t', 'ɛ,t', 'ɛ,k', 'i,d', 'ɛ,a', 'ɛ,v', 'e,ɛ', 'a,t', 'ɛ,s']
ɛ k	['s,d', 'a,s', 's,a', 's,ɛ', 'i,s', 't,a', 'i,t', 'ɛ,t', 'i,d', 'e,a', 'e,ɛ', 'a,t', 'ɛ,s']
ɡ ʁ	['i,a', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
y w	['f,a', 's,a', 't,a', 'd,a']
m o	['t,a', 'ɛ,t', 'a,k']
w y	['f,a', 's,a', 't,a', 'd,a']
o p	['t,a', 'ɛ,t', 'a,t', 'ɛ,s']
o k	['a,s', 't,a', 'ɛ,t', 'a,t', 'ɛ,s']
s ə	['k,s', 'k,t', 'k,k', 'k,e', 'k,p', 'k,ɛ']
s ɛ	['k,s', 'u,t', 'u,s', 'k,k', 'ɛ,d', 'i,t', 'ɛ,t', 'a,k', 'i,p', 't,p', 'e,ɛ', 'a,t']
o ɔ	['k,s', 'z,p', 'e,d', 'v,t', 't,k', 'k,p', 'v,k', 't,p']
ə s	['k,s', 'k,t', 'k,k', 'k,e', 'k,p', 'k,ɛ']
ɛ s	['k,s', 'u,t', 'u,s', 'k,k', 'ɛ,d', 'i,t', 'ɛ,t', 'a,k', 'i,p', 't,p', 'e,ɛ', 'a,t']
l ʃ	['e,ɛ', 'i,ɛ', 'ə,ə', 'e,a', 'i,a', 'a,e', 'u,ɛ', 'ɛ,i', 'i,e', 'ə,ɛ', 'ə,o', 'a,ɛ', 'u,e', 'u,a', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ɛ,œ', 'k,ɛ', 'ɛ,e', 'e,e', 'a,a']
f ʃ	['e,ɛ', 'u,ɛ', 'i,e', 'ə,ɛ', 'ə,o', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'e,a', 'e,i', 'a,a']
k ʃ	['e,ɛ', 'i,ɛ', 'ə,ə', 'e,a', 'i,a', 'œ̃,a', 'a,e', 'u,ɛ', 'e,u', 'i,e', 'ə,ɛ', 'o,a', 'a,ɛ', 'ə,a', 'ɔ,e', 'ɛ,a', 'e,i', 'ɔ,a', 'a,a', 'a,t']
a v	['i,ɛ', 'a,s', 'i,a', 'ɛ,p', 'ɛ,ɛ', 'i,d', 'e,ɛ']
d ʃ	['i,ɛ', 'e,a', 'a,e', 'ɛ,i', 'i,e', 'ə,ɛ', 'o,a', 'a,ɛ', 'u,e', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,e', 'ɛ,e', 'e,e', 'a,a']
m ʃ	['i,ɛ', 'ɔ,d', 'ə,ə', 'i,a', 'œ̃,a', 'a,e', 'ɛ,i', 'ə,ɛ', 'o,a', 'a,ɛ', 'u,a', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'ɔ,a', 'ɛ,e', 'e,e', 'a,a']
n ʃ	['i,ɛ', 'ɔ,s', 'ə,ə', 'e,a', 'i,a', 'a,e', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ə,o', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ɔ,a', 'ɛ,e', 'e,e', 'a,a']
s ʃ	['i,ɛ', 'ə,ə', 'i,a', 'a,e', 'u,ɛ', 'œ̃,ɛ', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ə,o', 'o,a', 'a,ɛ', 'u,e', 'u,a', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'ɛ,a', 'e,i', 'ə,e', 'ɛ,œ', 'k,ɛ', 'ɛ,e', 'e,e', 'a,a', 'a,t']
z ʃ	['i,ɛ', 'i,a', 'a,e', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,a', 'e,a', 'e,i', 'ɛ,e', 'a,a']
ɡ ʃ	['i,a', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
v ʃ	['i,ɛ', 'ə,ə', 'e,a', 'i,a', 'a,e', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ə,o', 'o,a', 'a,ɛ', 'u,e', 'ə,a', 'e,i', 'ɛ,e', 'e,e', 'a,a']
ʃ v	['i,ɛ', 'ə,ə', 'e,a', 'i,a', 'a,e', 'u,ɛ', 'e,u', 'ɛ,i', 'i,e', 'ə,ɛ', 'ə,o', 'o,a', 'a,ɛ', 'u,e', 'ə,a', 'e,i', 'ɛ,e', 'e,e', 'a,a']
j ʃ	['i,ɛ', 'i,a', 'a,e', 'a,ɛ', 'u,e', 'u,a', 'ɛ,œ', 'k,ɛ', 'ɛ,e', 'a,a']
a n	['i,ɛ', 'i,a', 'ɛ,p', 'ɛ,ɛ', 'ɛ,d', 'ɛ,t', 'k,u', 'v,i', 'ɛ,k', 'ɛ,a', 'ɛ,v', 'ɛ,s']
j f	['i,ɛ', 'o,ø', 'ɛ,ɔ', 'i,a', 's,a', 'i,e', 's,ɛ', 'ɛ,ɛ', 'ɛ,d', 'a,ɛ', 'e,ø', 'ɛ,a', 'i,ɔ', 't,ɔ', 'a,i', 'a,a']
a p	['i,ɛ', 'i,a', 's,a', 'a,d', 's,ɛ', 'ɛ,t', 'ɛ,a', 'e,ɛ', 'ɛ,s']
n a	['i,ɛ', 'i,a', 'ɛ,p', 'ɛ,ɛ', 'ɛ,d', 'ɛ,t', 'k,u', 'v,i', 'ɛ,k', 'ɛ,a', 'ɛ,v', 'ɛ,s']
v a	['i,ɛ', 'a,s', 'i,a', 'ɛ,p', 'ɛ,ɛ', 'i,d', 'e,ɛ']
v j	['i,ɛ', 'i,a', 'a,e', 'i,ø', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'u,e', 'a,i', 'ɛ,e', 'a,a']
z a	['i,ɛ', 'i,a', 'i,d', 'i,p', 'e,ɛ']
ʒ a	['i,ɛ', 'a,s', 'a,d', 'a,t']
ʒ j	['i,ɛ', 'a,e', 's,e', 'a,d', 'a,ɛ', 'a,œ', 'ɛ,a', 'a,i', 'a,a', 'a,t']
ʃ j	['i,ɛ', 'i,a', 'a,e', 'a,ɛ', 'u,e', 'u,a', 'ɛ,œ', 'k,ɛ', 'ɛ,e', 'a,a']
f a	['i,ɛ', 'ɛ,ɛ', 'e,ɛ']
ɡ z	['i,a', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'e,a', 'a,a']
ʃ z	['i,ɛ', 'i,a', 'a,e', 'ɛ,i', 'i,e', 'ə,ɛ', 'ɛ,a', 'e,a', 'e,i', 'ɛ,e', 'a,a']
a z	['i,ɛ', 'i,a', 'i,d', 'i,p', 'e,ɛ']
j z	['i,ɛ', 'ɛ,ɔ', 'i,a', 'a,e', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'i,d', 'a,i', 'ɛ,e', 'a,a']
j ʒ	['i,ɛ', 'a,e', 's,e', 'a,d', 'a,ɛ', 'a,œ', 'ɛ,a', 'a,i', 'a,a', 'a,t']
b z	['i,ɛ', 'o,a', 'a,ɛ', 'e,a', 'e,i', 'ə,ɔ', 'a,ɔ', 'a,i', 'a,a']
j b	['i,ɛ', 'i,a', 'ɛ,ɛ', 'a,ɛ', 'ɛ,a', 'a,i', 'a,a']
z b	['i,ɛ', 'o,a', 'a,ɛ', 'e,a', 'e,i', 'ə,ɔ', 'a,ɔ', 'a,i', 'a,a']
b ʃ	['ɔ,s', 'ə,ɛ', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'e,a', 'e,i', 'ə,e', 'ɔ,a', 'a,a']
ʒ ʃ	['a,e', 'e,u', 'i,e', 'ə,ɛ', 'a,ɛ', 'u,e', 'ə,a', 'ɔ,e', 'ɛ,a', 'e,a', 'e,i', 'ə,e', 'e,ə', 'e,e', 'a,a']
j i	['ʒ,a', 's,a', 's,ɛ', 'v,ɛ', 'd,a', 'k,e', 'k,ɛ']
ø w	['t,a', 'd,a', 'p,a']
l o	['b,d', 'ɛ,t', 'a,t', 'b,k', 'ɛ,s']
ʁ o	['u,t', 'd,s', 'a,s', 't,f', 't,d', 't,a', 't,s', 'ɛ,t', 'a,k', 't,k', 'ɛ,f', 'v,k', 't,p', 'a,t', 'ɛ,s']
ʃ b	['ɔ,s', 'ə,ɛ', 'a,ɛ', 'ə,a', 'ɔ,ɛ', 'ɔ,e', 'e,a', 'e,i', 'ə,e', 'ɔ,a', 'a,a']
z e	['i,d', 'i,p', 'ø,t']
y y	['d,p', 'd,s', 'd,f', 'd,d', 'd,k']
a a	['k,b', 't,ʃ', 'v,t', 'e,t']
k o	['a,s', 't,a', 'ɛ,t', 'a,t', 'ɛ,s']
ɔ s	['ɛ,p', 'k,t', 'i,t', 'k,p', 't,p']
e z	['i,d', 'i,p', 'ø,t']
ʃ ɡ	['i,a', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
ʁ ɡ	['i,a', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'ə,a', 'e,a', 'a,a']
z ɡ	['i,a', 'i,e', 'ɛ,ɛ', 'a,ɛ', 'e,a', 'a,a']
ɡ j	['i,a', 'ɛ,ɛ', 'a,ɛ', 'a,a']
s ɔ	['ɛ,p', 'k,t', 'i,t', 'k,p', 't,p']
ɲ m	['a,d', 'ɛ,d', 'a,i']
y p	['s,a', 's,ɛ', 't,a', 's,i']
y k	['s,a', 't,a', 'd,i', 's,i']
k y	['s,a', 't,a', 'd,i', 's,i']
y f	['s,a', 's,ɛ', 't,a']
ə j	['d,ɔ', 's,ɛ', 'k,e']
ɲ j	['a,d', 'i,d', 'a,i']
j ɲ	['a,d', 'i,d', 'a,i']
m ɲ	['a,d', 'ɛ,d', 'a,i']
j ə	['d,ɔ', 's,ɛ', 'k,e']
d i	['s,ɛ', 'ʒ,e', 'k,e']
f ɛ	['s,ɛ', 't,a', 'e,a', 'e,ɛ']
ɛ f	['s,ɛ', 't,a', 'e,a', 'e,ɛ']
i d	['s,ɛ', 'ʒ,e', 'k,e']
p o	['t,a', 'ɛ,t', 'a,t', 'ɛ,s']
o m	['t,a', 'ɛ,t', 'a,k']
w ø	['t,a', 'd,a', 'p,a']
ʃ a	['u,k', 'ɛ,a', 'a,t']
a ʃ	['u,k', 'ɛ,a', 'a,t']
z ɛ	['i,d', 'i,p', 'e,ɛ']
ɛ z	['i,d', 'i,p', 'e,ɛ']
